Id,Id_Curso,NomeCurso,Cod_Sistec,Id_Eixo,Eixo,Id_LinhaProgramatica,LinhaProgramatica,Id_Modalidade,Modalidade,Id_Segmento,Segmento,Id_TipoCurso,TipoCurso,CHE,PSG,CursoLiveOpcao,ModeloPedagogico,NomeModeloPedagogico,ModeloReferencia,NomeModeloReferencia,ModalidadeEnsino,NomeModalidadeEnsino,EducacaoCorporativaOpcao,EducacaoCorporativaDR,AtendCorporativoOpcao,AtendCorporativoEmpresa,AtendCorporativoDR,Carga_Horaria_Estagio,Categoria,CodigoTitulo,Experimental,DataOcorrencia,Versao,MesAnoApuracao,Regional,Ativo
624,1611,Aprendizagem Profissional de Qualificação em Serviços de Vendas,NULL,3,Gestão e Negócios,0,NULL,1,"Formação Inicial e Continuada ",2,Comércio,1,Aprendizagem Profissional de Qualificação,960,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,1611,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
625,1612,Aprendizagem Profissional Comercial em Serviços Administrativos,NULL,3,Gestão e Negócios,0,NULL,1,"Formação Inicial e Continuada ",1,Gestão,1,Aprendizagem Profissional de Qualificação,960,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,1612,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
626,1613,Aprendizagem Profissional de Qualificação em Serviços de Supermercados,NULL,3,Gestão e Negócios,0,NULL,1,"Formação Inicial e Continuada ",2,Comércio,1,Aprendizagem Profissional de Qualificação,960,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,1613,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
706,1654.2,Relacionamento Interpessoal,NULL,3,Gestão e Negócios,0,NULL,1,"Formação Inicial e Continuada ",1,Gestão,5,Programas Socioprofissionais,15,0,0,0,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,1654,2,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
854,1710,Agente Comunitário de Saúde,NULL,1,Ambiente e Saúde,0,NULL,1,"Formação Inicial e Continuada ",11,Saúde,2,Qualificação profissional,400,1,0,0,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,1710,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
857,1714,Estoquista,NULL,3,Gestão e Negócios,0,NULL,1,"Formação Inicial e Continuada ",2,Comércio,2,Qualificação profissional,160,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,1714,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
858,1715,Confeiteiro,NULL,10,Produção Alimentícia,0,NULL,1,"Formação Inicial e Continuada ",29,Produção de alimentos,2,Qualificação profissional,300,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,1715,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
915,173.137,Escrita Fiscal,NULL,3,Gestão e Negócios,0,NULL,1,"Formação Inicial e Continuada ",1,Gestão,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,173,137,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1272,175.87,Gestão de Estoques,NULL,3,Gestão e Negócios,0,NULL,1,"Formação Inicial e Continuada ",1,Gestão,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,175,87,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1344,176.8,Marketing digital e e-commerce,NULL,3,Gestão e Negócios,0,NULL,1,"Formação Inicial e Continuada ",2,Comércio,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,176,8,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1375,177.19,Gestão do Trabalho em Equipe,NULL,3,Gestão e Negócios,0,NULL,1,"Formação Inicial e Continuada ",1,Gestão,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,177,19,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1442,1803,Técnico em Recursos Humanos,NULL,3,Gestão e Negócios,0,NULL,2,Educação Profissional Técnica de Nível Médio,1,Gestão,8,Habilitação Profissional Técnica de Nível Médio,800,1,0,1,NULL,0,NULL,2,NULL,0,"    ",-1,,-1,0,1803,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1443,1805,Técnico em Logística,NULL,3,Gestão e Negócios,0,NULL,2,Educação Profissional Técnica de Nível Médio,1,Gestão,8,Habilitação Profissional Técnica de Nível Médio,800,1,0,1,NULL,0,NULL,2,NULL,0,"    ",-1,,-1,0,1805,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1444,1806,Técnico em Administração,NULL,3,Gestão e Negócios,0,NULL,2,Educação Profissional Técnica de Nível Médio,1,Gestão,8,Habilitação Profissional Técnica de Nível Médio,1000,1,0,1,NULL,0,NULL,2,NULL,0,"    ",-1,,-1,0,1806,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1465,1837,Massagista,NULL,1,Ambiente e Saúde,0,NULL,1,"Formação Inicial e Continuada ",11,Saúde,2,Qualificação profissional,240,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,1837,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1472,1846,Técnico em Óptica,NULL,1,Ambiente e Saúde,0,NULL,2,Educação Profissional Técnica de Nível Médio,11,Saúde,8,Habilitação Profissional Técnica de Nível Médio,1200,1,0,1,NULL,0,NULL,2,NULL,0,"    ",0,,-1,0,1846,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1571,1914,Assistente de Logística,NULL,3,Gestão e Negócios,0,NULL,1,"Formação Inicial e Continuada ",1,Gestão,2,Qualificação profissional,160,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,1914,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1572,1915,Barbeiro,NULL,1,Ambiente e Saúde,0,NULL,1,"Formação Inicial e Continuada ",7,Beleza,2,Qualificação profissional,172,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,1915,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1575,1918,Fotógrafo,NULL,7,Produção Cultural e Design,0,NULL,1,"Formação Inicial e Continuada ",5,Artes,2,Qualificação profissional,190,1,0,1,NULL,0,NULL,1,NULL,0,"    ",0,,-1,0,1918,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1588,1936,"Aprendizagem Profissional em Comércio de Bens, Serviços e Turismo",NULL,2,Desenvolvimento Educacional e Social,0,NULL,1,"Formação Inicial e Continuada ",27,Social,1,Aprendizagem Profissional de Qualificação,1560,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,1936,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1599,1946,Técnico em Estética,NULL,1,Ambiente e Saúde,0,NULL,2,Educação Profissional Técnica de Nível Médio,11,Saúde,8,Habilitação Profissional Técnica de Nível Médio,1200,1,0,1,NULL,0,NULL,2,NULL,0,"    ",-1,,-1,0,1946,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1625,2022,Organizador de Eventos,NULL,4,"Turismo,Hospitalidade e Lazer",0,NULL,1,"Formação Inicial e Continuada ",66,Eventos,2,Qualificação profissional,180,1,0,1,NULL,0,NULL,1,NULL,0,"    ",0,,-1,0,2022,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1646,2050,Cozinheiro,NULL,4,"Turismo,Hospitalidade e Lazer",0,NULL,1,"Formação Inicial e Continuada ",68,Gastronomia,2,Qualificação profissional,500,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,2050,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1649,2055,Garçom,NULL,4,"Turismo,Hospitalidade e Lazer",0,NULL,1,"Formação Inicial e Continuada ",68,Gastronomia,2,Qualificação profissional,240,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,2055,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1851,2079.62,Pizzas Doces e Salgadas,NULL,4,"Turismo,Hospitalidade e Lazer",0,NULL,1,"Formação Inicial e Continuada ",68,Gastronomia,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,2079,62,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
1885,2079.93,Técnicas Básicas para Cozinheiro,NULL,4,"Turismo,Hospitalidade e Lazer",0,NULL,1,"Formação Inicial e Continuada ",68,Gastronomia,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,2079,93,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
2347,2107.2,Preparo de Salgados,NULL,4,"Turismo,Hospitalidade e Lazer",0,NULL,1,"Formação Inicial e Continuada ",68,Gastronomia,5,Programas Socioprofissionais,15,0,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,2107,2,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
2400,2122,Técnico em Eventos,NULL,4,"Turismo,Hospitalidade e Lazer",0,NULL,2,Educação Profissional Técnica de Nível Médio,66,Eventos,8,Habilitação Profissional Técnica de Nível Médio,800,1,0,1,NULL,0,NULL,2,NULL,0,"    ",0,,-1,0,2122,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
2475,2198,Porteiro e Vigia,NULL,6,Infraestrutura,0,NULL,1,"Formação Inicial e Continuada ",69,"Asseio, Conservação e Zeladoria",2,Qualificação profissional,160,1,0,1,NULL,0,NULL,1,NULL,0,"    ",0,,-1,0,2198,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
2550,2241.12,Instalação elétrica predial,NULL,6,Infraestrutura,0,NULL,1,"Formação Inicial e Continuada ",70,"Instalação, Manutenção e Reparação",3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,2241,12,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
2730,2306.4,Formação Básica em Panificação,NULL,10,Produção Alimentícia,0,NULL,1,"Formação Inicial e Continuada ",29,Produção de alimentos,5,Programas Socioprofissionais,15,0,0,0,NULL,0,NULL,1,NULL,0,"    ",0,,-1,0,2306,4,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
2856,2313.39,Preparo de salgados,NULL,4,"Turismo,Hospitalidade e Lazer",0,NULL,1,"Formação Inicial e Continuada ",68,Gastronomia,3,Aperfeiçoamento,15,1,0,0,NULL,1,NULL,1,NULL,0,"    ",-1,,-1,0,2313,39,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3234,2454,Cuidador de Idoso,NULL,1,Ambiente e Saúde,0,NULL,1,"Formação Inicial e Continuada ",11,Saúde,2,Qualificação profissional,160,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,2454,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3283,2461,Especialização Técnica em Instrumentação Cirúrgica,NULL,1,Ambiente e Saúde,0,NULL,2,Educação Profissional Técnica de Nível Médio,11,Saúde,9,Especialização Técnica,360,1,0,1,NULL,0,NULL,2,NULL,0,"    ",-1,,-1,0,2461,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3288,2466,Técnico em Análises Clínicas,NULL,1,Ambiente e Saúde,0,NULL,2,Educação Profissional Técnica de Nível Médio,11,Saúde,8,Habilitação Profissional Técnica de Nível Médio,1200,1,0,1,NULL,0,NULL,2,NULL,0,"    ",-1,,-1,0,2466,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3294,2472,Técnico em Segurança do Trabalho,NULL,11,Segurança,0,NULL,2,Educação Profissional Técnica de Nível Médio,24,Segurança,8,Habilitação Profissional Técnica de Nível Médio,1200,1,0,1,NULL,0,NULL,2,NULL,0,"    ",-1,,-1,0,2472,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3303,2480,Aprendizagem Profissional de Qualificação em Serviços Administrativos,NULL,3,Gestão e Negócios,0,NULL,1,"Formação Inicial e Continuada ",1,Gestão,1,Aprendizagem Profissional de Qualificação,960,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,2480,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3355,2503,Técnico em Enfermagem,NULL,1,Ambiente e Saúde,0,NULL,2,Educação Profissional Técnica de Nível Médio,11,Saúde,8,Habilitação Profissional Técnica de Nível Médio,1200,1,0,1,NULL,0,NULL,2,NULL,0,"    ",-1,,-1,0,2503,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3373,2521,Operador de Caixa,NULL,3,Gestão e Negócios,0,NULL,1,"Formação Inicial e Continuada ",2,Comércio,2,Qualificação profissional,160,1,0,1,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,2521,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3383,2532,Especialização Técnica em Enfermagem do Trabalho,NULL,1,Ambiente e Saúde,0,NULL,2,Educação Profissional Técnica de Nível Médio,11,Saúde,9,Especialização Técnica,340,1,0,1,NULL,0,NULL,2,NULL,0,"    ",-1,,-1,0,2532,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3391,2540.1,Gestão Profissional de Condomínios,NULL,3,Gestão e Negócios,0,NULL,3,Educação Superior,1,Gestão,13,Extensão,15,0,0,0,NULL,0,NULL,3,NULL,0,"    ",0,,-1,0,2540,1,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3392,2541,Pós-Graduação em Urgência e Emergência,NULL,1,Ambiente e Saúde,0,NULL,3,Educação Superior,11,Saúde,12,Pós-Graduação,420,0,0,0,NULL,0,NULL,3,NULL,0,"    ",0,,-1,0,2541,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3393,2542,Pós-Graduação em Saúde Pública com Ênfase em Vigilância Sanitária,NULL,1,Ambiente e Saúde,0,NULL,3,Educação Superior,11,Saúde,12,Pós-Graduação,420,0,0,0,NULL,0,NULL,3,NULL,0,"    ",0,,-1,0,2542,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3757,282.4,"Corel, Photoshop e InDesign",NULL,5,Informação e Comunicação,0,NULL,1,"Formação Inicial e Continuada ",14,Tecnologia da Informação,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,282,4,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
3775,282.56,Criação de Mídias Para Redes Sociais,NULL,5,Informação e Comunicação,0,NULL,1,"Formação Inicial e Continuada ",14,Tecnologia da Informação,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,282,56,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
4085,286.60,Montagem de Computadores,NULL,5,Informação e Comunicação,0,NULL,1,"Formação Inicial e Continuada ",14,Tecnologia da Informação,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,286,60,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
4118,286.90,Informática Fundamental,NULL,5,Informação e Comunicação,0,NULL,1,"Formação Inicial e Continuada ",14,Tecnologia da Informação,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,286,90,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
4268,377.19,Modelagem Básica para Vestuário,NULL,7,Produção Cultural e Design,0,NULL,1,"Formação Inicial e Continuada ",22,Moda,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,377,19,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
4327,378.32,Criação de Coleção de Moda,NULL,7,Produção Cultural e Design,0,NULL,1,"Formação Inicial e Continuada ",22,Moda,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,378,32,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
4412,382.19,Fotografia Digital,NULL,7,Produção Cultural e Design,0,NULL,1,"Formação Inicial e Continuada ",5,Artes,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,382,19,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
4496,384.17,Consultoria de Estilo-Personal Stylist,NULL,7,Produção Cultural e Design,0,NULL,1,"Formação Inicial e Continuada ",22,Moda,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,384,17,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
4726,391.156,Excel Completo,NULL,5,Informação e Comunicação,0,NULL,1,"Formação Inicial e Continuada ",14,Tecnologia da Informação,4,Programas Instrumentais,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,391,156,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
4771,391.34,"Informática Básica - Windows, Word, Excel, power Point e Internet",NULL,5,Informação e Comunicação,0,NULL,1,"Formação Inicial e Continuada ",14,Tecnologia da Informação,4,Programas Instrumentais,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,391,34,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
4794,392.3,Informática Básica para a Melhor Idade,NULL,5,Informação e Comunicação,0,NULL,1,"Formação Inicial e Continuada ",14,Tecnologia da Informação,6,Programas Socioculturais,15,0,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,392,3,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
4961,410.9,Técnicas de Cuidador de Idosos,NULL,1,Ambiente e Saúde,0,NULL,1,"Formação Inicial e Continuada ",11,Saúde,5,Programas Socioprofissionais,15,0,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,410,9,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
4970,413.1,Técnicas Básicas de Manicure e Pedicure,NULL,1,Ambiente e Saúde,0,NULL,1,"Formação Inicial e Continuada ",7,Beleza,5,Programas Socioprofissionais,15,0,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,413,1,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
5176,453.17,"Decoração Artística de Bolos e Tortas ",NULL,10,Produção Alimentícia,0,NULL,1,"Formação Inicial e Continuada ",29,Produção de alimentos,5,Programas Socioprofissionais,15,0,0,0,NULL,0,NULL,1,NULL,0,"    ",-1,,-1,0,453,17,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
5333,518,Especialização Técnica de Nível Médio em Enfermagem do Trabalho,NULL,1,Ambiente e Saúde,0,NULL,2,Educação Profissional Técnica de Nível Médio,11,Saúde,9,Especialização Técnica,300,1,0,0,NULL,0,NULL,2,NULL,0,"    ",-1,,-1,0,518,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
5339,527,Especialização Técnica em Enfermagem em Serviços de Urgência e Emergência,NULL,1,Ambiente e Saúde,0,NULL,2,Educação Profissional Técnica de Nível Médio,11,Saúde,9,Especialização Técnica,300,1,0,0,NULL,0,NULL,2,NULL,0,"    ",-1,,-1,0,527,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
5657,58.8,Técnicas de Depilação,NULL,1,Ambiente e Saúde,0,NULL,1,"Formação Inicial e Continuada ",7,Beleza,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,58,8,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
5658,58.9,Modelagem e Henna para Sobrancelhas,NULL,1,Ambiente e Saúde,0,NULL,1,"Formação Inicial e Continuada ",7,Beleza,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,58,9,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
5671,590.19,Produção Textual,NULL,2,Desenvolvimento Educacional e Social,0,NULL,3,Educação Superior,19,Educacional,13,Extensão,15,0,0,0,NULL,0,NULL,3,NULL,0,"DN  ",0,,AC,0,590,19,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
5727,60.15,Alongamento de Unhas,NULL,1,Ambiente e Saúde,0,NULL,1,"Formação Inicial e Continuada ",7,Beleza,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,60,15,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
5759,605,Curso Superior de Tecnologia em Logística,NULL,3,Gestão e Negócios,0,NULL,3,Educação Superior,1,Gestão,11,Graduação,1600,0,0,0,NULL,0,NULL,3,NULL,0,"    ",-1,,-1,0,605,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
5760,607,Curso Superior de Tecnologia em Gestão Comercial,NULL,3,Gestão e Negócios,0,NULL,3,Educação Superior,1,Gestão,11,Graduação,1600,0,0,0,NULL,0,NULL,3,NULL,0,"    ",-1,,-1,0,607,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
5765,61.14,Atendimento Humanizado na Assistência à Saúde,NULL,1,Ambiente e Saúde,0,NULL,1,"Formação Inicial e Continuada ",11,Saúde,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,61,14,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
5871,62.32,Massagem Modeladora,NULL,1,Ambiente e Saúde,0,NULL,1,"Formação Inicial e Continuada ",11,Saúde,3,Aperfeiçoamento,15,1,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,62,32,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
6356,699,Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas,NULL,5,Informação e Comunicação,0,NULL,3,Educação Superior,14,Tecnologia da Informação,11,Graduação,2000,0,0,0,NULL,0,NULL,3,NULL,0,"    ",-1,,-1,0,699,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
6372,700,Curso Superior de Tecnologia em Jogos Digitais,NULL,5,Informação e Comunicação,0,NULL,3,Educação Superior,75,Games,11,Graduação,2000,0,0,0,NULL,0,NULL,3,NULL,0,"    ",-1,,-1,0,700,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
6373,702,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação,NULL,5,Informação e Comunicação,0,NULL,3,Educação Superior,14,Tecnologia da Informação,11,Graduação,2000,0,0,0,NULL,0,NULL,3,NULL,0,"    ",-1,,-1,0,702,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
6377,707,Curso Superior de Tecnologia em Segurança da Informação,NULL,5,Informação e Comunicação,0,NULL,3,Educação Superior,14,Tecnologia da Informação,11,Graduação,1600,0,0,0,NULL,0,NULL,3,NULL,0,"    ",-1,,-1,0,707,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
6511,734,Curso Superior de Tecnologia em Design Gráfico,NULL,7,Produção Cultural e Design,0,NULL,3,Educação Superior,6,Design,11,Graduação,1600,0,0,0,NULL,0,NULL,3,NULL,0,"    ",-1,,-1,0,734,0,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
6763,761.16,Alemão Nível 5,NULL,2,Desenvolvimento Educacional e Social,0,NULL,1,"Formação Inicial e Continuada ",23,Idiomas,4,Programas Instrumentais,15,0,0,0,NULL,0,NULL,1,NULL,0,"DN  ",0,,"  ",0,761,16,0,2021-10-08 02:35:35.103,1,09/2021,"GO  ",1
